Employee Department;Field;Count
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Описание задачи;3
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Соисполнитель;3
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Component;2
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;assignee;2
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Описание проекта/задачи бизнеса;2
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;resolution;1
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;status;1
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Описание аудитории;1
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Ответственные;1
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Ссылка в Базе знаний;1
Департамент технологического развития корпоративного бизнеса, Управление технологического развития транзакционного бизнеса и цифровых продаж;Ссылка с информацией для сотрудников в Базе знаний;1
Департамент технологического развития малого и микробизнеса;RemoteIssueLink;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития кредитования малого бизнеса, гарантийного бизнеса и партнерского канала;Attachment;5
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития кредитования малого бизнеса, гарантийного бизнеса и партнерского канала;description;4
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития кредитования малого бизнеса, гарантийного бизнеса и партнерского канала;assignee;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития процессов оформления и сопровождения клиента в банке и НФС;RemoteIssueLink;17
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития процессов оформления и сопровождения клиента в банке и НФС;Attachment;3
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития процессов оформления и сопровождения клиента в банке и НФС;description;3
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития процессов оформления и сопровождения клиента в банке и НФС;Link;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития процессов оформления и сопровождения клиента в банке и НФС;summary;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития процессов оформления и сопровождения клиента в банке и НФС;reporter;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Attachment;126
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;RemoteIssueLink;62
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Link;47
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;description;16
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Описание проекта/задачи бизнеса;13
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;summary;12
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;assignee;8
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Дата запуска;4
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;status;3
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Ссылка в Базе знаний;3
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Comment;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Component;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;reporter;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;resolution;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Нужно обновление;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Ответственные;2
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Комментарий к оценке;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Оценка выполнения;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Потенциальный эффект;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Ссылка с информацией для сотрудников в Базе знаний;1
Департамент технологического развития малого и микробизнеса, Дирекция технологического развития расчетных продуктов;Тип запроса;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Attachment;135
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;description;55
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Link;18
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;RemoteIssueLink;4
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;summary;4
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Дата запуска;3
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Comment;2
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;assignee;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Информирование сотрудников;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Ответственные;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Соисполнитель;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития кроссблочных процессов;Ссылка в Базе знаний;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Link;18
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;RemoteIssueLink;12
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Attachment;10
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;description;7
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Дата запуска;3
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;summary;2
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;assignee;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;reporter;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Изменение вступило в силу;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Информирование сотрудников;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Новость;1
Департамент технологического развития малого и микробизнеса, Управление технологического развития эквайринга и платежных сервисов;Ответственные;1
Департамент управления сетью, Дирекция развития и трансформации сети, Отдел трансформации сети;Attachment;1
Департамент управления сетью, Дирекция развития и трансформации сети, Отдел трансформации сети;Дата запуска;1
Департамент управления сетью, Дирекция развития и трансформации сети, Отдел трансформации сети;Нужно обновление;1
Дирекция образовательной платформы для предпринимателей;Attachment;15
Дирекция образовательной платформы для предпринимателей;Текст рассылки или сам макет;3
Дирекция образовательной платформы для предпринимателей;Куда мы ведем клиента из рассылки/баннера;2
Дирекция образовательной платформы для предпринимателей;Способ уведомления клиентов;2
Дирекция образовательной платформы для предпринимателей;assignee;1
Дирекция образовательной платформы для предпринимателей;summary;1
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;Ссылка на лендинг;3
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;Текст рассылки или сам макет;2
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;assignee;1
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;Куда мы ведем клиента из рассылки/баннера;1
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;Ссылка в Базе знаний;1
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;Цель рассылки для банка;1
Дирекция образовательной платформы для предпринимателей, Отдел создания образовательного контента;Ценность для клиента;1
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Link;179
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;RemoteIssueLink;165
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Attachment;127
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;resolution;38
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;status;38
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;assignee;35
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Comment;2
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Количество клиентов;2
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Текст рассылки или сам макет;2
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Критерии отбора целевой аудитории;1
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Охват клиентов в разрезе сегментов;1
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами малого бизнеса, Отдел развития отношений с юридическими лицами;Ссылка на лендинг;1
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Attachment;560
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;status;113
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Link;84
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;resolution;64
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;summary;40
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;RemoteIssueLink;33
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Трудоёмкость;19
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Sprint;15
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Rank;9
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;assignee;7
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Story Points;5
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Каналы коммуникации;3
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;description;2
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Продукты СБ;2
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Comment;1
Дирекция по развитию CRM продаж и коммуникациям с корпоративными клиентами, Управление развития отношений с клиентами среднего и крупного бизнеса;Flagged;1
Дирекция по развитию розничных продаж, Управление развития эффективности сотрудников, Отдел обеспечения эффективности сотрудников;Attachment;6
Дирекция предотвращения кибермошенничества, Управление фрод мониторинга, Отдел мониторинга ДБО юридических лиц;status;1
Дирекция предотвращения кибермошенничества, Управление фрод мониторинга, Отдел мониторинга ДБО юридических лиц;Комментарий к оценке;1
Дирекция предотвращения кибермошенничества, Управление фрод мониторинга, Отдел мониторинга ДБО юридических лиц;Оценка выполнения;1
Дирекция развития ботов и виртуальных ассистентов, Управление развития цифровых диалоговых систем;Attachment;3
Дирекция развития ботов и виртуальных ассистентов, Управление развития цифровых диалоговых систем;description;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Attachment;34
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;description;9
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Link;4
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Ответственные;2
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Comment;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;RemoteIssueLink;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;reporter;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;status;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Дата запуска;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Оценка выполнения;1
Дирекция развития операционных и CRM-решений, Управление развития операционных и CRM-решений по юридическим лицам;Соисполнитель;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Attachment;154
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;description;19
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Link;16
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;assignee;15
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Текст рассылки или сам макет;14
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;summary;13
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;RemoteIssueLink;12
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Кто отрабатывает заявку;10
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Количество клиентов;8
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Охват клиентов в разрезе сегментов;8
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Куда мы ведем клиента из рассылки/баннера;7
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Критерии отбора целевой аудитории;6
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Способ уведомления клиентов;6
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;status;5
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Оценка выполнения;5
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Правила отправки коммуникации;4
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Продукт;4
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Разделение целевой аудитории по каналам;3
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Ссылка на лендинг;3
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Comment;2
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Комментарий к оценке;2
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Ссылка с информацией для сотрудников в Базе знаний;2
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Дата выхода;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Дата запуска;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Желаемая дата отправки коммуникации;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Описание аудитории;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Ответственные;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Ответственный;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Потенциальный эффект;1
Дирекция развития процессов привлечения и обслуживания зарплатных проектов;Тип запроса;1
Дирекция развития сайта и платформы первичных продаж;Link;118
Дирекция развития сайта и платформы первичных продаж;Attachment;31
Дирекция развития сайта и платформы первичных продаж;status;23
Дирекция развития сайта и платформы первичных продаж;assignee;15
Дирекция развития сайта и платформы первичных продаж;resolution;9
Дирекция развития сайта и платформы первичных продаж;reporter;8
Дирекция развития сайта и платформы первичных продаж;description;7
Дирекция развития сайта и платформы первичных продаж;Цель проекта/задачи коммуникаций;6
Дирекция развития сайта и платформы первичных продаж;Описание проекта/задачи бизнеса;5
Дирекция развития сайта и платформы первичных продаж;priority;2
Дирекция развития сайта и платформы первичных продаж;summary;2
Дирекция развития сайта и платформы первичных продаж;labels;1
Дирекция развития сайта и платформы первичных продаж;Дата запуска;1
Дирекция развития сайта и платформы первичных продаж;Изменение вступило в силу;1
Дирекция развития сайта и платформы первичных продаж;Комментарий к оценке;1
Дирекция развития сайта и платформы первичных продаж;Новость;1
Дирекция развития сайта и платформы первичных продаж;Оценка выполнения;1
Дирекция развития сайта и платформы первичных продаж;Ссылка в Базе знаний;1
Дирекция разработки технологических продуктов на базе искусственного интеллекта, Центр внедрения и повышения эффективности использования искусственного интеллекта;Attachment;2
Операционный департамент, Дирекция налично-денежного обращения, Управление поддержки и развития процессов налично-денежного обращения, Отдел развития процессов;Attachment;1
Операционный департамент, Дирекция налично-денежного обращения, Управление поддержки и развития процессов налично-денежного обращения, Отдел развития процессов;Link;1
Операционный департамент, Дирекция налично-денежного обращения, Управление поддержки и развития процессов налично-денежного обращения, Отдел развития процессов;summary;1
Операционный департамент, Дирекция сопровождения клиентских операций, Управление операционного-сервисного обслуживания розничного бизнеса;Attachment;23
Операционный департамент, Дирекция сопровождения клиентских операций, Управление операционного-сервисного обслуживания розничного бизнеса;status;6
Операционный департамент, Дирекция сопровождения клиентских операций, Управление операционного-сервисного обслуживания розничного бизнеса;Оценка выполнения;6
Операционный департамент, Дирекция сопровождения клиентских операций, Управление операционного-сервисного обслуживания розничного бизнеса;Comment;2
Операционный департамент, Дирекция сопровождения клиентских операций, Управление операционного-сервисного обслуживания розничного бизнеса;Rank;1
Операционный департамент, Дирекция сопровождения клиентских операций, Управление операционного-сервисного обслуживания розничного бизнеса;description;1
Операционный департамент, Дирекция сопровождения клиентских операций, Управление поддержки процессов операционно-сервисного обслуживания клиентов, Отдел методологического сопровождения;Attachment;44
Операционный департамент, Дирекция сопровождения клиентских операций, Управление поддержки процессов операционно-сервисного обслуживания клиентов, Отдел методологического сопровождения;description;2
Операционный департамент, Дирекция сопровождения клиентских операций, Управление поддержки процессов операционно-сервисного обслуживания клиентов, Отдел методологического сопровождения;status;2
